//0																					
//Oxygen, 0.96
//Nitrate, 1, 1, -2.5, 1.9
//Nitrate, 51, 1, 0, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth [m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   201.44	0	 19.0297	0	36.5591	0	26.348	0	229.06	0	98.45	0	0.86	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   190.92	0	 19.0577	0	36.5589	0	26.34	0	228.38	0	98.21	0	0.83	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   180.81	0	 19.0908	0	36.5539	0	26.328	0	228.77	0	98.44	0	0.84	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   171.46	0	 19.0995	0	36.5496	0	26.322	0	230.50	0	99.19	0	0.54	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   161.64	0	 19.1520	0	36.5435	0	26.304	0	230.78	0	99.41	0	0.55	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   151.36	0	 19.1962	0	36.5421	0	26.291	0	230.88	0	99.53	0	0.58	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   141.06	0	 19.2157	0	36.5353	0	26.28	0	232.42	0	100.23	0	0.21	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   131.00	0	 19.2624	0	36.5295	0	26.264	0	233.47	0	100.77	0	0.18	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   121.24	0	 19.2765	0	36.5255	0	26.257	0	235.87	0	101.83	0	0.07	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   111.59	0	 19.2827	0	36.5231	0	26.253	0	236.83	0	102.25	0	-0.26	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		   101.14	0	 19.3084	0	36.5219	0	26.246	0	237.41	0	102.55	0	-0.36	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    96.47	0	 19.3208	0	36.5229	0	26.243	0	237.12	0	102.45	0	-0.03	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    91.62	0	 19.3230	0	36.5228	0	26.243	0	237.22	0	102.49	0	-0.17	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    86.69	0	 19.3225	0	36.5224	0	26.242	0	237.50	0	102.62	0	-0.35	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    81.24	0	 19.3245	0	36.5220	0	26.242	0	237.98	0	102.83	0	-0.21	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    76.67	0	 19.3280	0	36.5219	0	26.241	0	238.46	0	103.04	0	-0.14	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    71.40	0	 19.3631	0	36.5257	0	26.235	0	239.42	0	103.53	0	-0.52	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    66.66	0	 19.4214	0	36.5226	0	26.217	0	240.48	0	104.09	0	-0.20	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    61.52	0	 19.4654	0	36.5261	0	26.209	0	240.19	0	104.06	0	-0.07	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    56.38	0	 19.6073	0	36.5331	0	26.179	0	240.48	0	104.46	0	-0.15	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    51.66	0	 19.7074	0	36.5350	0	26.154	0	236.35	0	102.86	0	-0.28	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    46.32	0	 19.8175	0	36.5327	0	26.124	0	236.54	0	103.15	0	-0.30	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    41.21	0	 19.8885	0	36.5274	0	26.101	0	236.93	0	103.45	0	-0.26	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    36.20	0	 19.9617	0	36.5263	0	26.081	0	237.89	0	104.00	0	-0.38	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    31.06	0	 20.8551	0	36.5025	0	25.824	0	235.10	0	104.46	0	0.66	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    26.84	0	 21.2183	0	36.5014	0	25.725	0	232.90	0	104.16	0	-0.15	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    21.92	0	 21.5780	0	36.5037	0	25.628	0	231.07	0	104.01	0	0.15	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    16.10	0	 21.7083	0	36.5010	0	25.589	0	230.21	0	103.86	0	-0.34	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		    11.67	0	 21.7377	0	36.5018	0	25.582	0	230.11	0	103.87	0	-0.54	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286		     7.87	0	 21.8773	0	36.5032	0	25.544	0	229.15	0	103.70	0	-0.26	0
0069Bermuda	 102	C	05/05/2014	12:17	286.235	 35.286																	
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   998.75	0	  6.8100	0	35.0921	0	27.481	0	208.99	0	69.08	0	21.36	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   951.22	0	  7.5700	0	35.1229	0	27.4	0	191.71	0	64.50	0	22.36	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   900.69	0	  8.5649	0	35.1698	0	27.292	0	173.18	0	59.61	0	23.26	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   850.96	0	  9.6254	0	35.2442	0	27.186	0	158.40	0	55.84	0	23.22	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   800.62	0	 10.8486	0	35.3800	0	27.093	0	154.18	0	55.86	0	21.54	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   751.04	0	 12.1327	0	35.5517	0	27.005	0	159.94	0	59.62	0	18.56	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   701.55	0	 13.4407	0	35.7418	0	26.913	0	166.56	0	63.87	0	15.41	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   651.23	0	 14.4550	0	35.9045	0	26.844	0	174.62	0	68.42	0	12.71	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   601.48	0	 15.6121	0	36.1016	0	26.763	0	182.30	0	73.19	0	10.25	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   551.16	0	 16.6235	0	36.2856	0	26.693	0	190.85	0	78.24	0	7.75	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   501.42	0	 17.1179	0	36.3782	0	26.657	0	196.22	0	81.26	0	6.59	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   450.98	0	 17.6408	0	36.4751	0	26.616	0	203.04	0	84.97	0	4.85	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   401.52	0	 17.9547	0	36.5215	0	26.58	0	205.25	0	86.44	0	4.23	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   381.48	0	 18.0728	0	36.5320	0	26.561	0	205.73	0	86.84	0	4.01	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   360.58	0	 18.2767	0	36.5493	0	26.526	0	207.17	0	87.79	0	3.33	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   351.45	0	 18.3388	0	36.5521	0	26.513	0	209.38	0	88.83	0	3.09	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   341.08	0	 18.3866	0	36.5544	0	26.503	0	211.10	0	89.65	0	2.92	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   330.77	0	 18.4039	0	36.5558	0	26.5	0	211.97	0	90.04	0	2.97	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   320.52	0	 18.4569	0	36.5586	0	26.49	0	212.45	0	90.34	0	2.82	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   311.43	0	 18.4845	0	36.5621	0	26.486	0	212.54	0	90.43	0	2.91	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   301.34	0	 18.5278	0	36.5648	0	26.478	0	212.45	0	90.46	0	2.91	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   291.37	0	 18.6050	0	36.5694	0	26.462	0	211.10	0	90.02	0	2.68	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   281.30	0	 18.6490	0	36.5694	0	26.452	0	210.43	0	89.81	0	2.65	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   271.08	0	 18.6872	0	36.5708	0	26.443	0	210.72	0	90.00	0	2.72	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   261.13	0	 18.7446	0	36.5727	0	26.431	0	209.76	0	89.69	0	2.53	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   251.13	0	 18.8231	0	36.5756	0	26.413	0	210.43	0	90.11	0	2.44	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   241.14	0	 18.9037	0	36.5781	0	26.395	0	210.53	0	90.29	0	2.24	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   231.37	0	 18.9573	0	36.5786	0	26.382	0	211.49	0	90.79	0	1.90	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   221.00	0	 19.0087	0	36.5755	0	26.367	0	213.41	0	91.70	0	1.86	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   211.01	0	 19.0625	0	36.5721	0	26.351	0	215.90	0	92.86	0	1.57	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   201.68	0	 19.1034	0	36.5705	0	26.339	0	217.73	0	93.72	0	1.40	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   190.88	0	 19.1599	0	36.5700	0	26.324	0	219.36	0	94.52	0	1.31	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   181.47	0	 19.2060	0	36.5676	0	26.31	0	220.22	0	94.97	0	1.16	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   170.47	0	 19.2567	0	36.5635	0	26.294	0	221.57	0	95.64	0	1.14	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   161.58	0	 19.3263	0	36.5559	0	26.27	0	223.58	0	96.63	0	0.72	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   151.34	0	 19.3536	0	36.5534	0	26.261	0	224.93	0	97.26	0	0.68	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   141.17	0	 19.3592	0	36.5527	0	26.259	0	225.50	0	97.52	0	0.88	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   130.96	0	 19.3995	0	36.5492	0	26.246	0	226.08	0	97.84	0	0.79	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   121.14	0	 19.5042	0	36.5359	0	26.207	0	229.54	0	99.52	0	0.25	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   110.97	0	 19.5761	0	36.5308	0	26.185	0	231.36	0	100.44	0	0.20	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		   100.89	0	 19.6830	0	36.5211	0	26.149	0	234.05	0	101.80	0	-0.26	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    95.90	0	 19.7626	0	36.5034	0	26.113	0	236.16	0	102.86	0	-0.54	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    91.03	0	 19.8549	0	36.4956	0	26.083	0	238.37	0	103.99	0	-0.44	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    86.31	0	 19.9010	0	36.4903	0	26.066	0	239.33	0	104.49	0	-0.43	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    81.58	0	 19.9147	0	36.4862	0	26.059	0	239.71	0	104.69	0	-0.70	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    75.77	0	 19.9716	0	36.4791	0	26.038	0	240.10	0	104.96	0	-0.51	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    71.32	0	 19.9762	0	36.4779	0	26.036	0	240.38	0	105.09	0	-0.41	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    65.96	0	 20.0412	0	36.4669	0	26.01	0	240.58	0	105.29	0	-0.31	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    61.53	0	 20.0866	0	36.4667	0	25.998	0	240.58	0	105.38	0	-0.20	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    56.56	0	 20.3044	0	36.4702	0	25.943	0	239.62	0	105.38	0	-0.04	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    51.70	0	 20.3661	0	36.4726	0	25.929	0	239.23	0	105.33	0	-0.27	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    45.98	0	 20.3951	0	36.4724	0	25.921	0	239.14	0	105.35	0	-0.33	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    41.18	0	 20.4051	0	36.4724	0	25.919	0	239.04	0	105.32	0	-0.31	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    36.12	0	 20.4160	0	36.4723	0	25.916	0	239.04	0	105.34	0	-0.22	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    31.06	0	 20.4595	0	36.4741	0	25.906	0	238.85	0	105.34	0	-0.41	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    26.06	0	 20.4886	0	36.4709	0	25.895	0	238.94	0	105.44	0	-0.02	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    21.15	0	 20.5268	0	36.4699	0	25.884	0	238.94	0	105.51	0	-0.22	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    16.28	0	 20.7855	0	36.4711	0	25.816	0	238.08	0	105.63	0	0.07	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		    11.50	0	 21.5969	0	36.4611	0	25.586	0	234.43	0	105.53	0	-0.11	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985		     7.57	0	 24.4170	0	36.4523	0	24.76	0	219.84	0	103.96	0	4.92	0
0069Bermuda	 103	C	05/10/2014	16:58	286.7	 35.985																	
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   998.28	0	  7.3152	0	35.1119	0	27.427	0	197.47	0	66.04	0	22.08	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   950.74	0	  8.0550	0	35.1463	0	27.349	0	182.50	0	62.08	0	22.72	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   901.45	0	  9.0259	0	35.2046	0	27.249	0	166.46	0	57.90	0	23.14	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   851.35	0	  9.7525	0	35.2523	0	27.172	0	155.90	0	55.12	0	23.18	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   801.38	0	 10.9708	0	35.3973	0	27.086	0	155.62	0	56.54	0	21.23	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   751.42	0	 12.1851	0	35.5600	0	27.002	0	159.17	0	59.40	0	18.54	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   701.74	0	 13.6147	0	35.7673	0	26.9	0	172.03	0	66.21	0	14.52	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   651.47	0	 14.7885	0	35.9622	0	26.823	0	177.50	0	70.04	0	12.26	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   601.52	0	 15.7115	0	36.1198	0	26.757	0	182.40	0	73.38	0	9.90	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   550.88	0	 16.4998	0	36.2614	0	26.7	0	188.16	0	76.94	0	8.07	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   501.02	0	 17.1339	0	36.3825	0	26.657	0	196.51	0	81.40	0	6.43	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   451.48	0	 17.6624	0	36.4800	0	26.615	0	202.27	0	84.69	0	5.05	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   401.27	0	 18.0733	0	36.5363	0	26.564	0	204.48	0	86.31	0	4.31	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   381.08	0	 18.2111	0	36.5480	0	26.541	0	205.25	0	86.87	0	3.82	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   361.42	0	 18.2863	0	36.5530	0	26.527	0	207.46	0	87.93	0	3.72	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   350.52	0	 18.3561	0	36.5534	0	26.51	0	209.86	0	89.07	0	3.16	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   340.67	0	 18.3800	0	36.5550	0	26.506	0	210.82	0	89.51	0	3.32	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   330.57	0	 18.4179	0	36.5559	0	26.497	0	211.78	0	89.99	0	3.06	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   321.30	0	 18.4942	0	36.5609	0	26.483	0	212.06	0	90.24	0	2.84	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   311.35	0	 18.5615	0	36.5637	0	26.468	0	211.87	0	90.27	0	2.56	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   301.51	0	 18.6501	0	36.5653	0	26.448	0	212.06	0	90.51	0	2.65	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   291.53	0	 18.7184	0	36.5689	0	26.434	0	212.45	0	90.79	0	2.31	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   280.52	0	 18.7493	0	36.5757	0	26.432	0	211.20	0	90.31	0	2.43	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   270.85	0	 18.8009	0	36.5738	0	26.418	0	211.49	0	90.52	0	2.14	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   260.55	0	 18.8568	0	36.5689	0	26.399	0	216.38	0	92.71	0	1.90	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   251.12	0	 18.9290	0	36.5640	0	26.377	0	220.22	0	94.48	0	1.40	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   241.45	0	 18.9722	0	36.5587	0	26.362	0	226.27	0	97.15	0	0.85	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   231.59	0	 19.0056	0	36.5539	0	26.349	0	229.63	0	98.65	0	0.72	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   221.37	0	 19.0772	0	36.5536	0	26.331	0	228.96	0	98.49	0	1.07	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   210.98	0	 19.1523	0	36.5549	0	26.313	0	225.41	0	97.10	0	1.02	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   199.91	0	 19.2544	0	36.5430	0	26.277	0	228.77	0	98.73	0	0.66	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   191.25	0	 19.3379	0	36.5416	0	26.255	0	229.06	0	99.01	0	0.44	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   181.48	0	 19.3699	0	36.5431	0	26.248	0	228.00	0	98.61	0	0.42	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   170.54	0	 19.3964	0	36.5366	0	26.236	0	228.38	0	98.82	0	0.42	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   160.90	0	 19.4413	0	36.5357	0	26.223	0	228.19	0	98.82	0	0.59	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   150.60	0	 19.4677	0	36.5375	0	26.218	0	227.33	0	98.49	0	0.57	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   141.29	0	 19.4703	0	36.5293	0	26.211	0	228.29	0	98.91	0	0.55	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   131.42	0	 19.5307	0	36.5263	0	26.193	0	229.25	0	99.43	0	0.42	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   121.27	0	 19.5914	0	36.5257	0	26.176	0	229.44	0	99.63	0	0.46	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   111.30	0	 19.7254	0	36.5237	0	26.14	0	230.69	0	100.42	0	0.32	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		   101.27	0	 19.9336	0	36.5198	0	26.083	0	232.70	0	101.68	0	-0.16	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    96.66	0	 19.9915	0	36.5134	0	26.062	0	233.09	0	101.95	0	-0.26	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    91.47	0	 20.1735	0	36.5156	0	26.017	0	235.20	0	103.22	0	-0.27	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    86.64	0	 20.2338	0	36.5290	0	26.012	0	236.74	0	104.02	0	-0.60	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    81.33	0	 20.2845	0	36.5331	0	26.002	0	238.27	0	104.79	0	-0.45	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    75.87	0	 20.3186	0	36.5379	0	25.997	0	238.66	0	105.03	0	-0.29	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    71.31	0	 20.3371	0	36.5381	0	25.993	0	238.85	0	105.15	0	-0.57	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    65.79	0	 20.3660	0	36.5370	0	25.984	0	239.04	0	105.29	0	-0.34	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    61.22	0	 20.3673	0	36.5330	0	25.98	0	239.04	0	105.29	0	-0.39	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    55.87	0	 20.4206	0	36.5335	0	25.967	0	238.75	0	105.26	0	-0.44	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    51.55	0	 20.4653	0	36.5377	0	25.958	0	238.46	0	105.23	0	-0.50	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    46.44	0	 20.5323	0	36.5413	0	25.944	0	238.46	0	105.36	0	-0.20	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    41.71	0	 20.5918	0	36.5451	0	25.931	0	238.46	0	105.47	0	-0.16	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    36.46	0	 20.9587	0	36.5507	0	25.837	0	237.41	0	105.71	0	0.10	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    30.79	0	 21.5366	0	36.5551	0	25.683	0	235.20	0	105.82	0	-0.15	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    25.82	0	 22.1160	0	36.5506	0	25.518	0	232.99	0	105.91	0	-0.44	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    21.23	0	 22.5940	0	36.5508	0	25.382	0	231.84	0	106.28	0	-0.67	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		    16.56	0	 22.7468	0	36.5559	0	25.343	0	231.84	0	106.57	0	-0.38	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		     9.89	0	 22.7721	0	36.5563	0	25.336	0	232.03	0	106.71	0	-0.58	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543		     7.19	0	 22.7749	0	36.5571	0	25.336	0	231.94	0	106.67	0	-0.37	0
0069Bermuda	 104	C	05/15/2014	21:36	287.702	 36.543																	
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   998.75	0	  7.7558	0	35.1282	0	27.378	0	188.83	0	63.80	0	22.36	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   951.39	0	  8.5659	0	35.1708	0	27.292	0	171.65	0	59.08	0	23.03	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   901.05	0	  9.3549	0	35.2136	0	27.204	0	160.03	0	56.07	0	23.53	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   851.49	0	 10.6626	0	35.3607	0	27.109	0	154.66	0	55.81	0	21.50	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   801.55	0	 11.6826	0	35.4875	0	27.034	0	156.86	0	57.90	0	19.76	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   751.11	0	 12.7794	0	35.6474	0	26.963	0	165.12	0	62.42	0	16.97	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   701.10	0	 13.8792	0	35.8149	0	26.887	0	174.05	0	67.37	0	13.91	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   651.44	0	 14.9161	0	35.9837	0	26.814	0	176.93	0	70.00	0	11.90	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   601.27	0	 16.0728	0	36.1835	0	26.731	0	186.24	0	75.49	0	8.98	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   550.90	0	 16.9101	0	36.3361	0	26.67	0	195.26	0	80.52	0	6.90	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   501.33	0	 17.3553	0	36.4228	0	26.639	0	200.54	0	83.45	0	5.45	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   451.38	0	 17.7257	0	36.4882	0	26.607	0	205.63	0	86.20	0	4.44	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   400.75	0	 17.9825	0	36.5261	0	26.578	0	205.63	0	86.65	0	4.27	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   381.08	0	 18.0779	0	36.5391	0	26.566	0	204.48	0	86.32	0	4.16	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   360.58	0	 18.1951	0	36.5451	0	26.542	0	205.54	0	86.96	0	3.93	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   350.91	0	 18.2433	0	36.5461	0	26.531	0	206.78	0	87.57	0	3.61	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   341.53	0	 18.2961	0	36.5504	0	26.522	0	207.65	0	88.03	0	3.54	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   330.63	0	 18.3456	0	36.5564	0	26.515	0	209.66	0	88.97	0	3.53	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   320.80	0	 18.3993	0	36.5569	0	26.502	0	211.01	0	89.63	0	3.04	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   311.11	0	 18.4323	0	36.5576	0	26.495	0	211.78	0	90.01	0	2.87	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   301.43	0	 18.4564	0	36.5552	0	26.487	0	211.87	0	90.09	0	2.95	0
0069Bermuda	 105	C	05/21/2014	01:18	288.717	 36.852		   290.73	0	 18.4893	0	36.5573	0	26.481	0	211.68	0	90.07	0	2.86	0
