//0																						
//Oxygen, 1.11
//Nitrate, 1, 1, 0.8, -.5
//Nitrate, 182, 1, -2, 1
//Nitrate, 263, 1, -1, 1
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		901.12	0	6.9745	0	35.0871	0	27.454	0	200.13	0	66.40	0	25.00	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		848.51	0	7.7889	0	35.1198	0	27.366	0	181.71	0	61.43	0	25.67	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		801.36	0	8.8307	0	35.2005	0	27.276	0	162.39	0	56.24	0	26.18	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		751.51	0	9.7963	0	35.3042	0	27.208	0	160.51	0	56.82	0	24.12	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		701.4	0	10.7165	0	35.4106	0	27.142	0	161.06	0	58.20	0	22.90	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		651.06	0	11.6721	0	35.4851	0	27.034	0	156.18	0	57.63	0	23.07	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		601.28	0	12.9092	0	35.6723	0	26.959	0	167.50	0	63.50	0	17.69	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		550.84	0	13.9111	0	35.8	0	26.868	0	180.82	0	70.03	0	15.36	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		501.03	0	15.1173	0	36.0035	0	26.788	0	184.37	0	73.25	0	13.07	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		451.41	0	15.9746	0	36.1605	0	26.733	0	186.48	0	75.43	0	11.59	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		401.42	0	16.7159	0	36.2957	0	26.68	0	189.14	0	77.68	0	9.14	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		380.71	0	17.1326	0	36.3693	0	26.646	0	192.47	0	79.72	0	9.10	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		360.92	0	17.4254	0	36.4225	0	26.623	0	194.36	0	80.98	0	7.65	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		351.07	0	17.531	0	36.4419	0	26.614	0	195.58	0	81.66	0	7.89	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		341.18	0	17.5952	0	36.4511	0	26.607	0	194.92	0	81.49	0	9.06	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		331.11	0	17.7482	0	36.474	0	26.59	0	194.81	0	81.69	0	7.05	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		321.21	0	17.8298	0	36.4894	0	26.583	0	197.14	0	82.81	0	6.28	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		311.26	0	17.916	0	36.5015	0	26.573	0	198.91	0	83.70	0	7.72	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		301.38	0	18.0034	0	36.5123	0	26.561	0	199.36	0	84.03	0	6.70	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		291.46	0	18.0586	0	36.5166	0	26.551	0	199.91	0	84.35	0	6.29	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		280.96	0	18.1514	0	36.5245	0	26.535	0	200.36	0	84.69	0	5.00	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		270.88	0	18.178	0	36.5262	0	26.53	0	201.35	0	85.16	0	5.55	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		261	0	18.2476	0	36.5291	0	26.516	0	202.02	0	85.55	0	5.86	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		251.08	0	18.3229	0	36.5327	0	26.501	0	203.02	0	86.10	0	4.69	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		241.09	0	18.3482	0	36.5277	0	26.49	0	204.02	0	86.56	0	5.01	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		231.24	0	18.432	0	36.5312	0	26.473	0	204.68	0	86.98	0	6.62	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		221.58	0	18.5054	0	36.5313	0	26.455	0	205.35	0	87.39	0	4.41	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		210.62	0	18.6182	0	36.5303	0	26.426	0	208.35	0	88.85	0	4.30	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		201.32	0	18.6831	0	36.5277	0	26.408	0	210.57	0	89.90	0	2.70	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		190.87	0	18.7357	0	36.5229	0	26.39	0	215.12	0	91.93	0	3.45	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		181.35	0	18.7625	0	36.5228	0	26.384	0	220.22	0	94.16	0	2.85	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		171.11	0	18.7775	0	36.5211	0	26.378	0	222.89	0	95.33	0	4.06	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		160.77	0	18.7821	0	36.5151	0	26.372	0	223.11	0	95.43	0	2.77	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		151.12	0	18.8352	0	36.5192	0	26.362	0	222.44	0	95.24	0	2.13	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		140.81	0	18.8736	0	36.5207	0	26.354	0	222.11	0	95.17	0	2.50	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		131.03	0	18.9135	0	36.5131	0	26.338	0	221.78	0	95.09	0	2.38	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		121.03	0	19.0105	0	36.5104	0	26.311	0	221.67	0	95.21	0	2.08	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		111.11	0	19.1285	0	36.5146	0	26.285	0	221.33	0	95.28	0	1.26	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		101.19	0	19.3824	0	36.5199	0	26.225	0	222.00	0	96.02	0	0.96	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		96.21	0	19.5269	0	36.5155	0	26.184	0	225.89	0	97.96	0	1.26	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		91.43	0	19.6141	0	36.5185	0	26.164	0	231.44	0	100.53	0	0.68	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		86.38	0	19.726	0	36.5193	0	26.136	0	234.10	0	101.90	0	1.02	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		81.7	0	19.8432	0	36.5174	0	26.104	0	234.54	0	102.31	0	0.34	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		76.7	0	20.0125	0	36.5181	0	26.061	0	235.32	0	102.97	0	0.82	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		71.87	0	20.4496	0	36.5173	0	25.945	0	241.76	0	106.64	0	1.10	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		66.87	0	20.7618	0	36.5223	0	25.866	0	243.42	0	107.98	0	0.97	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		61.62	0	21.0884	0	36.5268	0	25.782	0	240.32	0	107.24	0	0.75	0	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		56.83	0	21.863	0	36.5124	0	25.556	0	238.98	0	108.12	0	0.39	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		51.97	0	22.706	0	36.4529	0	25.266	0	234.54	0	107.67	0	0.98	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		46.42	0	22.8983	0	36.4421	0	25.202	0	233.66	0	107.62	0	0.88	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		41.53	0	23.963	0	36.3891	0	24.842	0	231.77	0	108.71	0	0.17	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		36.77	0	24.4945	0	36.3939	0	24.686	0	229.33	0	108.56	0	0.43	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		31.75	0	26.1996	0	36.4017	0	24.158	0	215.56	0	105.03	0	0.15	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		26.74	0	26.2006	0	36.4024	0	24.159	0	214.79	0	104.65	0	-0.39	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		21.01	0	26.1985	0	36.4026	0	24.16	0	214.79	0	104.65	0	1.33	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		16.74	0	26.1986	0	36.4023	0	24.159	0	214.90	0	104.70	0	-0.59	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		11.56	0	26.1961	0	36.402	0	24.16	0	215.12	0	104.81	0	0.56	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41		7.72	0	26.1991	0	36.4015	0	24.158	0	215.01	0	104.76	0	1.14	4	
6976BERMUDA	269	C	9/4/2014	03:59	314.195	36.41																
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		999.04	0	6.1059	0	35.1066	0	27.586	0	228.44	0	74.29	0	23.09	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		950.9	0	6.3026	0	35.0723	0	27.532	0	219.56	0	71.71	0	24.04	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		901.58	0	6.7772	0	35.087	0	27.481	0	206.57	0	68.22	0	23.92	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		851.68	0	7.4464	0	35.1069	0	27.404	0	189.48	0	63.56	0	25.48	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		801.67	0	8.6692	0	35.2143	0	27.313	0	169.50	0	58.49	0	24.53	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		751.42	0	9.5697	0	35.2862	0	27.23	0	163.95	0	57.74	0	24.67	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		701.51	0	10.2427	0	35.3024	0	27.132	0	145.41	0	51.98	0	25.57	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		651.51	0	11.4524	0	35.4537	0	27.048	0	152.51	0	56.00	0	21.25	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		601.58	0	12.8967	0	35.6629	0	26.953	0	164.50	0	62.35	0	18.23	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		550.99	0	13.6813	0	35.7638	0	26.884	0	178.49	0	68.79	0	15.20	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		501.13	0	14.7105	0	35.9404	0	26.821	0	185.70	0	73.15	0	13.03	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		451.54	0	15.5876	0	36.0819	0	26.752	0	188.26	0	75.53	0	11.12	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		401.42	0	16.477	0	36.2465	0	26.693	0	186.92	0	76.39	0	10.31	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		381.57	0	16.7531	0	36.2944	0	26.67	0	191.81	0	78.83	0	8.34	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		361.05	0	17.0256	0	36.3458	0	26.651	0	192.81	0	79.68	0	8.33	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		351.53	0	17.159	0	36.3723	0	26.643	0	193.14	0	80.04	0	7.47	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		341.22	0	17.2356	0	36.389	0	26.639	0	194.25	0	80.63	0	8.78	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		331.63	0	17.3532	0	36.4118	0	26.631	0	194.47	0	80.91	0	7.11	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		321.64	0	17.4528	0	36.4313	0	26.624	0	196.58	0	81.95	0	6.73	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		310.8	0	17.5986	0	36.457	0	26.611	0	198.58	0	83.03	0	6.39	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		301.48	0	17.6853	0	36.4697	0	26.601	0	199.47	0	83.55	0	7.65	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		291.28	0	17.7531	0	36.4788	0	26.593	0	199.80	0	83.80	0	6.66	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		280.94	0	17.8087	0	36.482	0	26.582	0	199.25	0	83.66	0	7.50	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		271.28	0	17.9349	0	36.4972	0	26.565	0	198.58	0	83.58	0	6.10	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		260.95	0	18.0494	0	36.5192	0	26.556	0	196.58	0	82.93	0	5.54	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		251.06	0	18.0446	0	36.5063	0	26.546	0	196.25	0	82.78	0	6.36	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		241.54	0	18.118	0	36.5174	0	26.537	0	197.14	0	83.27	0	6.01	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		231.29	0	18.188	0	36.5243	0	26.526	0	197.36	0	83.48	0	5.94	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		220.83	0	18.2669	0	36.531	0	26.513	0	197.03	0	83.47	0	5.61	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		211.66	0	18.3811	0	36.5381	0	26.491	0	197.47	0	83.84	0	5.36	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		201.01	0	18.4857	0	36.5425	0	26.469	0	198.69	0	84.53	0	5.60	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		191.07	0	18.5991	0	36.5377	0	26.437	0	201.13	0	85.75	0	3.94	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		181.64	0	18.6756	0	36.5326	0	26.414	0	204.68	0	87.38	0	4.23	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		171.45	0	18.7226	0	36.5347	0	26.404	0	207.35	0	88.60	0	3.79	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		161.46	0	18.8064	0	36.5253	0	26.375	0	210.68	0	90.16	0	2.97	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		151.38	0	18.8741	0	36.5167	0	26.351	0	212.01	0	90.84	0	2.80	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		141.02	0	18.983	0	36.5142	0	26.321	0	215.34	0	92.45	0	2.44	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		131.38	0	19.093	0	36.5138	0	26.293	0	217.56	0	93.60	0	1.91	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		121.49	0	19.2064	0	36.5147	0	26.265	0	221.56	0	95.52	0	0.06	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		111.4	0	19.358	0	36.5177	0	26.229	0	223.67	0	96.70	0	1.36	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		101.28	0	19.5031	0	36.5169	0	26.192	0	226.77	0	98.30	0	1.02	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		96.17	0	19.5841	0	36.5163	0	26.17	0	229.10	0	99.46	0	1.36	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		91.5	0	19.8288	0	36.5178	0	26.108	0	230.99	0	100.74	0	0.30	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		86.52	0	19.9822	0	36.519	0	26.07	0	233.32	0	102.04	0	0.67	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		81.31	0	20.1969	0	36.5174	0	26.012	0	236.76	0	103.95	0	0.99	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		76.77	0	20.4593	0	36.5204	0	25.945	0	237.32	0	104.70	0	1.69	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		71.82	0	20.5824	0	36.5254	0	25.917	0	235.88	0	104.30	0	1.55	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		66.39	0	21.0948	0	36.5287	0	25.782	0	234.10	0	104.48	0	1.61	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		61.66	0	21.2723	0	36.5307	0	25.735	0	233.10	0	104.37	0	0.48	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		56.79	0	21.5418	0	36.5388	0	25.668	0	230.99	0	103.93	0	0.86	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		51.66	0	22.1799	0	36.5243	0	25.477	0	228.33	0	103.89	0	1.00	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		46.73	0	22.5981	0	36.4936	0	25.332	0	230.21	0	105.51	0	1.09	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		41.88	0	23.4112	0	36.4043	0	25.019	0	230.10	0	106.91	0	1.26	0	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		36.84	0	24.9962	0	36.3046	0	24.455	0	227.11	0	108.37	0	0.19	4	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		31.89	0	25.4568	0	36.2852	0	24.294	0	222.67	0	107.08	0	0.50	4	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		26.76	0	26.3065	0	36.2481	0	23.992	0	215.56	0	105.13	0	1.92	4	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		21.62	0	26.3259	0	36.2452	0	23.983	0	215.23	0	105.00	0	1.82	4	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		16.79	0	26.3212	0	36.2454	0	23.985	0	215.23	0	104.99	0	0.03	4	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		11.63	0	26.3206	0	36.2453	0	23.985	0	215.23	0	104.99	0	-0.52	4	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661		7.38	0	26.3208	0	36.2454	0	23.985	0	215.34	0	105.04	0	0.87	4	
6976BERMUDA	270	C	9/9/2014	08:56	314.518	36.661																
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		998.29	0	5.789	0	35.0649	0	27.592	0	234.32	0	75.61	0	23.22	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		950.95	0	6.1178	0	35.0694	0	27.554	0	225.22	0	73.24	0	23.59	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		900.98	0	6.6001	0	35.0823	0	27.501	0	211.01	0	69.40	0	24.66	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		851.35	0	7.0652	0	35.0918	0	27.445	0	196.47	0	65.32	0	25.75	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		801.23	0	8.2219	0	35.1971	0	27.366	0	179.38	0	61.27	0	24.86	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		751.05	0	8.8287	0	35.1933	0	27.27	0	165.28	0	57.23	0	24.92	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		700.91	0	9.8174	0	35.2569	0	27.165	0	147.85	0	52.35	0	25.71	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		651.5	0	10.9677	0	35.4075	0	27.095	0	151.74	0	55.13	0	23.18	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		600.9	0	11.9142	0	35.5152	0	27.015	0	157.40	0	58.39	0	20.52	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		551.64	0	13.1209	0	35.6942	0	26.936	0	176.16	0	67.09	0	16.37	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		501.73	0	14.195	0	35.8558	0	26.857	0	184.15	0	71.76	0	13.55	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		451.54	0	15.3447	0	36.0525	0	26.78	0	188.48	0	75.24	0	12.38	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		400.96	0	15.9067	0	36.1265	0	26.719	0	195.58	0	78.99	0	9.29	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		381.47	0	16.3051	0	36.2047	0	26.696	0	196.25	0	79.91	0	9.71	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		361.56	0	16.6899	0	36.2814	0	26.674	0	197.14	0	80.91	0	8.85	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		350.75	0	16.8192	0	36.3103	0	26.669	0	193.58	0	79.67	0	8.37	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		340.9	0	16.9756	0	36.3334	0	26.652	0	192.14	0	79.33	0	8.59	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		331.48	0	17.0691	0	36.3453	0	26.641	0	193.14	0	79.89	0	8.16	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		321.18	0	17.2654	0	36.3892	0	26.632	0	194.47	0	80.76	0	7.28	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		311.51	0	17.309	0	36.397	0	26.628	0	196.36	0	81.62	0	7.69	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		300.97	0	17.4786	0	36.4185	0	26.607	0	196.80	0	82.08	0	8.12	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		291.13	0	17.5836	0	36.4459	0	26.605	0	197.80	0	82.68	0	7.12	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		280.91	0	17.7043	0	36.4687	0	26.596	0	199.36	0	83.53	0	6.60	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		270.88	0	17.7727	0	36.4742	0	26.584	0	200.80	0	84.25	0	5.89	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		260.96	0	17.8985	0	36.4838	0	26.562	0	201.91	0	84.92	0	5.68	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		250.98	0	18.0056	0	36.4992	0	26.549	0	202.91	0	85.52	0	5.61	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		241.41	0	18.0672	0	36.5089	0	26.543	0	203.57	0	85.91	0	6.66	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		231.32	0	18.116	0	36.5117	0	26.533	0	204.24	0	86.27	0	5.82	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		221.74	0	18.187	0	36.5105	0	26.515	0	204.91	0	86.67	0	5.20	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		211.19	0	18.2314	0	36.5067	0	26.501	0	205.35	0	86.92	0	5.01	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		201.4	0	18.3485	0	36.5105	0	26.475	0	206.57	0	87.64	0	4.49	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		190.35	0	18.5064	0	36.524	0	26.448	0	208.90	0	88.90	0	3.45	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		181.24	0	18.5646	0	36.5236	0	26.433	0	211.12	0	89.94	0	3.41	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		171.31	0	18.6824	0	36.5305	0	26.41	0	212.34	0	90.66	0	3.11	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		161.53	0	18.7259	0	36.5244	0	26.394	0	214.01	0	91.44	0	3.28	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		151.52	0	18.7781	0	36.5188	0	26.376	0	215.78	0	92.29	0	2.94	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		141.6	0	18.8341	0	36.5125	0	26.357	0	217.45	0	93.10	0	2.19	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		131.58	0	18.9036	0	36.5104	0	26.338	0	218.45	0	93.64	0	2.73	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		121.44	0	19.0089	0	36.5183	0	26.318	0	218.78	0	93.98	0	1.55	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		111.27	0	19.156	0	36.5215	0	26.284	0	219.89	0	94.71	0	0.87	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		101.12	0	19.4514	0	36.5143	0	26.203	0	223.78	0	96.91	0	1.81	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		96.46	0	19.6837	0	36.5178	0	26.146	0	223.00	0	96.99	0	2.29	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		91.63	0	20.2112	0	36.5039	0	25.997	0	223.67	0	98.22	0	1.57	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		86.85	0	20.9252	0	36.5879	0	25.878	0	232.88	0	103.65	0	0.86	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		80.71	0	20.9569	0	36.5737	0	25.857	0	222.11	0	98.91	0	1.28	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		76.31	0	21.0855	0	36.5821	0	25.83	0	228.22	0	101.87	0	1.33	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		71.65	0	21.464	0	36.5787	0	25.723	0	218.34	0	98.12	0	3.04	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		66.99	0	22.1325	0	36.582	0	25.54	0	201.58	0	91.67	0	0.81	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		61.68	0	22.6266	0	36.5794	0	25.397	0	202.91	0	93.09	0	0.58	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		55.88	0	22.8644	0	36.5745	0	25.325	0	206.46	0	95.11	0	0.58	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		51.67	0	23.4191	0	36.5764	0	25.165	0	206.35	0	95.99	0	0.86	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		46.43	0	23.9391	0	36.5805	0	25.014	0	206.24	0	96.80	0	0.53	0	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		41.7	0	24.7162	0	36.5552	0	24.757	0	207.13	0	98.51	0	0.04	4	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		36.85	0	25.1013	0	36.4894	0	24.581	0	210.90	0	100.93	0	0.43	4	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		31.51	0	26.6321	0	36.3151	0	23.944	0	213.68	0	104.81	0	-0.02	4	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		26.56	0	26.6414	0	36.3154	0	23.941	0	213.68	0	104.83	0	0.68	4	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		20.84	0	26.6435	0	36.3153	0	23.94	0	214.01	0	104.99	0	0.79	4	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		16.37	0	26.6467	0	36.3151	0	23.939	0	214.12	0	105.05	0	1.10	4	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		11.76	0	26.6554	0	36.3154	0	23.937	0	214.23	0	105.12	0	0.43	4	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971		7.47	0	26.6649	0	36.3156	0	23.934	0	214.34	0	105.20	0	0.63	4	
6976BERMUDA	271	C	9/14/2014	13:45	314.728	36.971																
