//0
//Oxygen, 1.045
//Nitrate, 1, 1, 0,0,
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	CDOM[ppb]	QF
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		216.00	0	16.9740	0	35.5570	0	25.948	0	206.91	0	85.02	0		8	0.01	0	0.000155	0	1.60	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		214.00	0	17.0210	0	35.5620	0	25.941	0	206.60	0	84.97	0		8	0.00	0	0.000149	0	1.61	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		212.00	0	17.0500	0	35.5620	0	25.934	0	206.49	0	84.98	0		8	0.01	0	0.000151	0	1.57	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		210.00	0	17.0580	0	35.5620	0	25.932	0	206.49	0	84.99	0	5.80	0	0.01	0	0.000150	0	1.62	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		208.00	0	17.0640	0	35.5570	0	25.927	0	206.60	0	85.04	0		8	0.01	0	0.000152	0	1.62	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		206.00	0	17.0820	0	35.5540	0	25.920	0	206.70	0	85.11	0		8	0.01	0	0.000155	0	1.58	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		203.90	0	17.1470	0	35.5600	0	25.909	0	207.01	0	85.35	0		8	0.01	0	0.000149	0	1.60	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		202.00	0	17.1970	0	35.5630	0	25.900	0	207.43	0	85.61	0	5.40	0	0.02	0	0.000157	0	1.55	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		200.00	0	17.2780	0	35.5730	0	25.888	0	207.96	0	85.96	0		8	0.01	0	0.000152	0	1.59	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		198.00	0	17.2940	0	35.5750	0	25.885	0	208.58	0	86.25	0		8	0.01	0	0.000152	0	1.61	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		196.00	0	17.3000	0	35.5760	0	25.885	0	209.00	0	86.43	0		8	0.01	0	0.000152	0	1.60	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		194.00	0	17.3240	0	35.5800	0	25.882	0	209.21	0	86.56	0		8	0.01	0	0.000149	0	1.58	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		192.00	0	17.3640	0	35.5840	0	25.875	0	209.42	0	86.71	0	5.30	0	0.01	0	0.000148	0	1.54	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		190.00	0	17.3750	0	35.5860	0	25.874	0	209.84	0	86.91	0		8	0.01	0	0.000150	0	1.55	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		188.00	0	17.4060	0	35.5870	0	25.868	0	209.94	0	87.00	0		8	0.01	0	0.000149	0	1.57	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		186.00	0	17.4270	0	35.5880	0	25.863	0	210.25	0	87.17	0		8	0.01	0	0.000147	0	1.59	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		184.00	0	17.4520	0	35.5840	0	25.854	0	210.25	0	87.21	0		8	0.02	0	0.000149	0	1.57	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		182.00	0	17.4640	0	35.5850	0	25.852	0	210.15	0	87.18	0	5.20	0	0.01	0	0.000186	0	1.53	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		180.00	0	17.4700	0	35.5850	0	25.850	0	210.25	0	87.24	0		8	0.01	0	0.000150	0	1.56	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		178.00	0	17.4790	0	35.5860	0	25.849	0	210.25	0	87.25	0		8	0.02	0	0.000155	0	1.56	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		176.00	0	17.5140	0	35.5870	0	25.841	0	210.25	0	87.31	0		8	0.02	0	0.000162	0	1.55	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		174.00	0	17.5600	0	35.5910	0	25.833	0	210.36	0	87.43	0		8	0.01	0	0.000149	0	1.54	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		172.00	0	17.5890	0	35.5910	0	25.826	0	210.57	0	87.57	0		8	0.02	0	0.000147	0	1.56	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		170.00	0	17.6150	0	35.5930	0	25.821	0	210.88	0	87.74	0	4.70	0	0.02	0	0.000157	0	1.56	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		168.00	0	17.6790	0	35.6010	0	25.812	0	211.51	0	88.12	0		8	0.02	0	0.000162	0	1.58	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		166.00	0	17.7310	0	35.6070	0	25.804	0	212.76	0	88.73	0		8	0.03	0	0.000152	0	1.55	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		164.00	0	17.7470	0	35.6050	0	25.798	0	213.60	0	89.11	0		8	0.02	0	0.000153	0	1.52	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		162.00	0	17.7610	0	35.5980	0	25.789	0	213.49	0	89.08	0		8	0.03	0	0.000159	0	1.49	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		160.00	0	17.7900	0	35.5950	0	25.780	0	212.45	0	88.69	0	4.50	0	0.03	0	0.000160	0	1.56	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		158.00	0	17.7930	0	35.5930	0	25.778	0	211.51	0	88.30	0		8	0.04	0	0.000164	0	1.56	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		156.00	0	17.8080	0	35.5930	0	25.774	0	210.99	0	88.11	0		8	0.03	0	0.000164	0	1.56	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		154.00	0	17.8150	0	35.5930	0	25.772	0	210.67	0	87.99	0		8	0.03	0	0.000157	0	1.54	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		152.00	0	17.8290	0	35.5920	0	25.768	0	210.36	0	87.88	0		8	0.03	0	0.000165	0	1.53	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		150.00	0	17.8660	0	35.5900	0	25.757	0	209.63	0	87.64	0	4.90	0	0.04	0	0.000160	0	1.54	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		148.00	0	17.9450	0	35.5880	0	25.736	0	208.37	0	87.24	0		8	0.05	0	0.000165	0	1.53	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		146.00	0	18.0000	0	35.5870	0	25.722	0	207.33	0	86.90	0		8	0.05	0	0.000172	0	1.56	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		144.00	0	18.0480	0	35.5830	0	25.707	0	206.28	0	86.54	0		8	0.06	0	0.000168	0	1.54	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		142.00	0	18.1020	0	35.5810	0	25.692	0	205.45	0	86.27	0		8	0.06	0	0.000171	0	1.55	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		140.00	0	18.1360	0	35.5790	0	25.682	0	205.24	0	86.24	0	4.90	0	0.06	0	0.000189	0	1.55	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		138.00	0	18.1550	0	35.5790	0	25.677	0	205.03	0	86.18	0		8	0.06	0	0.000165	0	1.53	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		136.00	0	18.1770	0	35.5810	0	25.673	0	205.13	0	86.26	0		8	0.06	0	0.000169	0	1.54	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		134.00	0	18.2540	0	35.5850	0	25.657	0	205.13	0	86.39	0		8	0.07	0	0.000164	0	1.54	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		132.00	0	18.3370	0	35.5890	0	25.640	0	205.76	0	86.79	0	4.60	0	0.06	0	0.000165	0	1.54	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		130.00	0	18.3920	0	35.5920	0	25.628	0	206.49	0	87.19	0		8	0.07	0	0.000172	0	1.55	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		128.00	0	18.5090	0	35.5960	0	25.602	0	206.81	0	87.52	0		8	0.08	0	0.000166	0	1.58	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		126.00	0	18.6690	0	35.6150	0	25.576	0	208.58	0	88.55	0		8	0.08	0	0.000165	0	1.47	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		124.00	0	18.8310	0	35.6300	0	25.546	0	212.45	0	90.47	0		8	0.08	0	0.000170	0	1.47	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		122.00	0	18.9600	0	35.6410	0	25.522	0	216.32	0	92.35	0	2.50	0	0.09	0	0.000176	0	1.42	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		120.00	0	18.9760	0	35.6420	0	25.518	0	219.14	0	93.58	0		8	0.09	0	0.000174	0	1.42	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		118.00	0	18.9810	0	35.6440	0	25.519	0	220.50	0	94.17	0		8	0.09	0	0.000173	0	1.40	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		116.00	0	19.0100	0	35.6420	0	25.510	0	221.02	0	94.44	0		8	0.10	0	0.000175	0	1.44	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		114.00	0	19.0190	0	35.6430	0	25.508	0	221.23	0	94.55	0		8	0.11	0	0.000180	0	1.42	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		112.00	0	19.0520	0	35.6430	0	25.500	0	221.23	0	94.61	0	1.90	0	0.12	0	0.000184	0	1.42	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		110.00	0	19.0890	0	35.6450	0	25.492	0	222.06	0	95.03	0		8	0.14	0	0.000180	0	1.35	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		108.00	0	19.1420	0	35.6490	0	25.481	0	223.63	0	95.80	0		8	0.19	0	0.000180	0	1.36	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		106.00	0	19.1720	0	35.6460	0	25.471	0	226.03	0	96.88	0		8	0.26	0	0.000183	0	1.36	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		104.00	0	19.2350	0	35.6480	0	25.456	0	227.29	0	97.53	0		8	0.35	0	0.000193	0	1.35	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		102.00	0	19.2740	0	35.6490	0	25.447	0	228.96	0	98.32	0	1.10	0	0.45	0	0.000198	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		100.00	0	19.3050	0	35.6510	0	25.441	0	230.21	0	98.92	0		8	0.53	0	0.000202	0	1.34	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		98.00	0	19.3170	0	35.6510	0	25.437	0	231.05	0	99.30	0		8	0.56	0	0.000203	0	1.35	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		96.00	0	19.3250	0	35.6520	0	25.436	0	231.47	0	99.50	0	1.00	0	0.58	0	0.000203	0	1.34	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		94.00	0	19.3300	0	35.6520	0	25.435	0	231.78	0	99.64	0		8	0.60	0	0.000202	0	1.36	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		92.00	0	19.3310	0	35.6520	0	25.435	0	231.89	0	99.69	0	1.30	0	0.59	0	0.000206	0	1.32	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		90.00	0	19.3340	0	35.6520	0	25.434	0	231.89	0	99.69	0		8	0.61	0	0.000206	0	1.32	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		88.00	0	19.3370	0	35.6520	0	25.433	0	232.09	0	99.79	0		8	0.61	0	0.000215	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		86.00	0	19.3350	0	35.6520	0	25.434	0	232.09	0	99.78	0	1.00	0	0.62	0	0.000210	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		84.00	0	19.3310	0	35.6520	0	25.435	0	232.20	0	99.82	0		8	0.60	0	0.000205	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		82.00	0	19.3290	0	35.6520	0	25.435	0	232.20	0	99.82	0		8	0.60	0	0.000207	0	1.31	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		80.00	0	19.3280	0	35.6520	0	25.435	0	232.09	0	99.77	0	1.10	0	0.60	0	0.000215	0	1.34	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		78.00	0	19.3260	0	35.6520	0	25.436	0	232.09	0	99.77	0		8	0.60	0	0.000205	0	1.32	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		76.00	0	19.3370	0	35.6530	0	25.434	0	232.09	0	99.79	0	1.00	0	0.60	0	0.000205	0	1.30	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		74.00	0	19.3400	0	35.6530	0	25.433	0	232.20	0	99.84	0		8	0.64	0	0.000207	0	1.36	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		72.00	0	19.3400	0	35.6530	0	25.433	0	232.30	0	99.88	0	1.10	0	0.62	0	0.000210	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		70.00	0	19.3390	0	35.6530	0	25.433	0	232.41	0	99.93	0		8	0.64	0	0.000224	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		68.00	0	19.3380	0	35.6530	0	25.434	0	232.41	0	99.93	0		8	0.61	0	0.000213	0	1.34	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		66.00	0	19.3410	0	35.6530	0	25.433	0	232.41	0	99.93	0	1.30	0	0.61	0	0.000207	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		64.00	0	19.3430	0	35.6530	0	25.432	0	232.41	0	99.93	0		8	0.62	0	0.000207	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		62.00	0	19.3430	0	35.6530	0	25.432	0	232.41	0	99.93	0	1.10	0	0.61	0	0.000208	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		60.00	0	19.3420	0	35.6530	0	25.433	0	232.62	0	100.02	0		8	0.62	0	0.000212	0	1.36	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		58.00	0	19.3420	0	35.6530	0	25.433	0	232.51	0	99.98	0		8	0.63	0	0.000213	0	1.32	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		56.00	0	19.3410	0	35.6530	0	25.433	0	232.51	0	99.98	0	1.10	0	0.61	0	0.000211	0	1.35	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		54.00	0	19.3420	0	35.6530	0	25.433	0	232.51	0	99.98	0		8	0.60	0	0.000213	0	1.32	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		52.00	0	19.3430	0	35.6530	0	25.432	0	232.51	0	99.98	0	1.10	0	0.63	0	0.000212	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		50.00	0	19.3410	0	35.6540	0	25.434	0	232.51	0	99.98	0		8	0.59	0	0.000208	0	1.31	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		47.90	0	19.3400	0	35.6540	0	25.434	0	232.51	0	99.97	0		8	0.62	0	0.000224	0	1.32	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		45.90	0	19.3410	0	35.6530	0	25.433	0	232.51	0	99.98	0	1.20	0	0.60	0	0.000209	0	1.34	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		44.00	0	19.3410	0	35.6540	0	25.434	0	232.62	0	100.02	0		8	0.60	0	0.000211	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		42.00	0	19.3410	0	35.6540	0	25.434	0	232.62	0	100.02	0	1.30	0	0.62	0	0.000206	0	1.36	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		40.00	0	19.3400	0	35.6540	0	25.434	0	232.72	0	100.06	0		8	0.62	0	0.000218	0	1.31	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		38.10	0	19.3380	0	35.6530	0	25.434	0	232.62	0	100.02	0		8	0.61	0	0.000207	0	1.34	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		36.00	0	19.3380	0	35.6540	0	25.434	0	232.62	0	100.02	0	1.20	0	0.59	0	0.000210	0	1.36	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		34.00	0	19.3380	0	35.6540	0	25.434	0	232.72	0	100.06	0		8	0.59	0	0.000217	0	1.35	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		32.00	0	19.3370	0	35.6540	0	25.435	0	232.72	0	100.06	0	1.10	0	0.60	0	0.000215	0	1.31	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		30.00	0	19.3370	0	35.6540	0	25.435	0	232.62	0	100.01	0		8	0.60	0	0.000234	0	1.36	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		27.90	0	19.3370	0	35.6540	0	25.435	0	232.62	0	100.01	0		8	0.58	0	0.000212	0	1.26	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		26.00	0	19.3360	0	35.6530	0	25.434	0	232.62	0	100.01	0	1.20	0	0.59	0	0.000210	0	1.31	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		24.00	0	19.3360	0	35.6530	0	25.434	0	232.62	0	100.01	0		8	0.60	0	0.000206	0	1.31	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		22.00	0	19.3360	0	35.6530	0	25.434	0	232.62	0	100.01	0	0.90	0	0.58	0	0.000212	0	1.31	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		20.00	0	19.3360	0	35.6530	0	25.434	0	232.72	0	100.06	0		8	0.57	0	0.000218	0	1.35	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		18.00	0	19.3360	0	35.6530	0	25.434	0	232.72	0	100.06	0		8	0.58	0	0.000212	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		16.00	0	19.3340	0	35.6530	0	25.435	0	232.72	0	100.05	0	1.00	0	0.53	0	0.000220	0	1.31	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		14.10	0	19.3310	0	35.6540	0	25.436	0	232.72	0	100.05	0		8	0.53	0	0.000213	0	1.28	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		12.00	0	19.3310	0	35.6530	0	25.435	0	232.72	0	100.05	0	1.10	0	0.53	0	0.000215	0	1.35	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		10.10	0	19.3330	0	35.6530	0	25.435	0	232.72	0	100.05	0		8	0.51	0	0.000211	0	1.25	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		8.00	0	19.3340	0	35.6530	0	25.435	0	232.72	0	100.05	0	1.20	0	0.51	0	0.000231	0	1.37	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		5.90	0	19.3330	0	35.6530	0	25.435	0	232.62	0	100.01	0		8	0.56	0	0.000207	0	2.73	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209		4.00	0	19.3330	0	35.6530	0	25.435	0	232.72	0	100.05	0		8	0.49	0	0.000210	0	1.33	0
0037SoOcn	32	C	05/18/2015	07:24	13.231	-36.209																					
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		1899.10	0	2.8107	0	34.7390	0	27.694	0	204.30	0	61.20	0	28.70	0	0.02	0	0.000131	0	2.44	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		1799.00	0	2.8311	0	34.7010	0	27.662	0	196.98	0	59.02	0	30.00	0	0.02	0	0.000133	0	2.43	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		1699.10	0	2.8647	0	34.6570	0	27.624	0	190.40	0	57.08	0	31.10	0	0.03	0	0.000139	0	2.41	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		1597.20	0	2.9593	0	34.6170	0	27.583	0	184.86	0	55.54	0	31.90	0	0.02	0	0.000135	0	2.37	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		1496.80	0	2.9504	0	34.5260	0	27.511	0	186.01	0	55.83	0	33.20	0	0.02	0	0.000134	0	2.29	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		1398.60	0	3.0834	0	34.4620	0	27.448	0	188.10	0	56.62	0	33.20	0	0.02	0	0.000135	0	2.18	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		1299.80	0	3.3868	0	34.4330	0	27.396	0	189.88	0	57.58	0	33.30	0	0.02	0	0.000136	0	2.17	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		1199.00	0	3.4898	0	34.3520	0	27.322	0	203.04	0	61.69	0	33.00	0	0.01	0	0.000135	0	2.10	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		1099.20	0	3.8471	0	34.2910	0	27.238	0	219.45	0	67.24	0	31.50	0	0.00	0	0.000131	0	1.95	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		999.20	0	4.5209	0	34.2930	0	27.169	0	225.41	0	70.21	0	30.00	0	0.00	0	0.000135	0	1.83	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		979.30	0	4.6390	0	34.2980	0	27.160	0	226.87	0	70.87	0		8	0.00	0	0.000143	0	1.89	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		978.00	0	4.6360	0	34.2970	0	27.159	0	227.08	0	70.93	0		8	0.01	0	0.000136	0	1.84	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		976.00	0	4.6480	0	34.2960	0	27.157	0	227.60	0	71.11	0		8	0.01	0	0.000143	0	1.82	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		974.00	0	4.6730	0	34.2960	0	27.154	0	227.91	0	71.25	0		8	0.00	0	0.000160	0	1.85	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		972.00	0	4.6950	0	34.2980	0	27.153	0	227.91	0	71.29	0		8	0.01	0	0.000138	0	1.83	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		970.00	0	4.7230	0	34.3010	0	27.153	0	227.71	0	71.27	0		8	0.01	0	0.000137	0	1.85	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		968.00	0	4.8000	0	34.3080	0	27.149	0	226.77	0	71.11	0		8	0.01	0	0.000227	0	1.86	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		966.00	0	4.8410	0	34.3130	0	27.149	0	225.72	0	70.86	0		8	0.01	0	0.000147	0	1.85	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		964.00	0	4.8680	0	34.3160	0	27.148	0	224.99	0	70.68	0		8	0.00	0	0.000140	0	1.83	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		962.00	0	4.8790	0	34.3170	0	27.148	0	224.57	0	70.56	0		8	0.01	0	0.000136	0	1.82	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		960.00	0	4.8890	0	34.3190	0	27.148	0	224.26	0	70.48	0		8	0.01	0	0.000136	0	1.82	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		958.00	0	4.8930	0	34.3180	0	27.147	0	224.15	0	70.46	0		8	0.01	0	0.000136	0	1.85	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		956.00	0	4.8890	0	34.3150	0	27.145	0	224.57	0	70.58	0		8	0.01	0	0.000142	0	1.84	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		954.00	0	4.9070	0	34.3160	0	27.144	0	224.88	0	70.71	0		8	0.01	0	0.000140	0	1.82	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		952.00	0	4.9400	0	34.3170	0	27.141	0	224.68	0	70.70	0	29.20	0	0.01	0	0.000141	0	1.83	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		950.00	0	4.9480	0	34.3180	0	27.141	0	224.68	0	70.71	0		8	0.01	0	0.000136	0	1.86	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		948.00	0	4.9480	0	34.3170	0	27.140	0	224.78	0	70.75	0		8	0.01	0	0.000135	0	1.85	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		946.00	0	4.9510	0	34.3170	0	27.139	0	224.99	0	70.82	0		8	0.01	0	0.000138	0	1.86	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		944.00	0	4.9360	0	34.3120	0	27.137	0	225.51	0	70.95	0		8	0.01	0	0.000135	0	1.85	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		942.00	0	4.9340	0	34.3100	0	27.136	0	226.56	0	71.28	0		8	0.00	0	0.000138	0	1.82	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		940.00	0	4.9910	0	34.3180	0	27.136	0	226.14	0	71.25	0		8	0.01	0	0.000137	0	1.85	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		938.00	0	5.0010	0	34.3190	0	27.135	0	225.41	0	71.03	0		8	0.01	0	0.000152	0	1.80	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		936.00	0	5.0110	0	34.3200	0	27.135	0	225.09	0	70.95	0		8	0.01	0	0.000137	0	1.81	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		934.00	0	5.0340	0	34.3190	0	27.132	0	225.09	0	70.99	0		8	0.01	0	0.000165	0	1.79	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		932.00	0	5.0970	0	34.3240	0	27.128	0	224.68	0	70.97	0		8	0.00	0	0.000151	0	1.81	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		930.00	0	5.1080	0	34.3260	0	27.129	0	224.47	0	70.92	0		8	0.00	0	0.000135	0	1.84	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		928.00	0	5.1260	0	34.3270	0	27.127	0	224.15	0	70.85	0		8	0.00	0	0.000137	0	1.83	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		926.00	0	5.1720	0	34.3300	0	27.124	0	223.84	0	70.83	0		8	0.01	0	0.000139	0	1.82	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		924.00	0	5.1940	0	34.3280	0	27.120	0	223.63	0	70.81	0		8	0.00	0	0.000140	0	1.85	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		922.00	0	5.1880	0	34.3250	0	27.118	0	224.26	0	70.99	0		8	0.01	0	0.000142	0	1.82	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		920.00	0	5.1820	0	34.3200	0	27.115	0	224.99	0	71.21	0		8	0.01	0	0.000137	0	1.82	0
0037SoOcn	33	C	05/23/2015	14:31	13.743	-35.711		918.00	0	5.1890	0	34.3170	0	27.112	0	226.03	0	71.55	0		8	0.01	0	0.000141	0	1.83	0
